tool	n_samples	elapsed_ratio_mean	elapsed_ratio_median	max_rss_ratio_mean	max_rss_ratio_median
piawka	128	0.2165236309314873	0.214337187184923	1.0063928868830279	0.9993328885923949
pixy	128	0.9267140705030649	0.9169363020145648	1.010771128754551	1.0083926805871195
