group	tool	fold_id	fold_mean_pi
MIX Central Siberia	pixy	75	0.0025275692573479744
MIX Central Siberia	piawka	76	0.007248301313131313
MIX Central Siberia	pixy	76	0.0025377641651203667
MIX Central Siberia	piawka	77	0.007254778787878788
MIX Central Siberia	pixy	77	0.002539160710946383
MIX Central Siberia	piawka	78	0.00726506
MIX Central Siberia	pixy	78	0.0025489284551757758
MIX Central Siberia	piawka	79	0.007233074848484849
MIX Central Siberia	pixy	79	0.0025216432694591335
MIX Central Siberia	piawka	80	0.007245762828282828
MIX Central Siberia	pixy	80	0.002537547438383416
MIX Central Siberia	piawka	81	0.007235193232323233
MIX Central Siberia	pixy	81	0.002534162822281924
MIX Central Siberia	piawka	82	0.007227747575757576
MIX Central Siberia	pixy	82	0.002531611787598078
MIX Central Siberia	piawka	83	0.007253472525252525
MIX Central Siberia	pixy	83	0.002540006159204983
MIX Central Siberia	piawka	84	0.007173072222222222
MIX Central Siberia	pixy	84	0.002513203239024279
MIX Central Siberia	piawka	85	0.007267881818181818
MIX Central Siberia	pixy	85	0.0025381694468919963
MIX Central Siberia	piawka	86	0.007253757878787879
MIX Central Siberia	pixy	86	0.0025283841576790585
MIX Central Siberia	piawka	87	0.007225630202020202
MIX Central Siberia	pixy	87	0.002535184450172865
MIX Central Siberia	piawka	88	0.0072310230303030305
MIX Central Siberia	pixy	88	0.0025333787483144787
MIX Central Siberia	piawka	89	0.007190693434343435
MIX Central Siberia	pixy	89	0.002518329262022682
MIX Central Siberia	piawka	90	0.007223482222222222
MIX Central Siberia	pixy	90	0.002531899822447784
MIX Central Siberia	piawka	91	0.0072457221212121215
MIX Central Siberia	pixy	91	0.002533053692702885
MIX Central Siberia	piawka	92	0.007180888383838384
MIX Central Siberia	pixy	92	0.0025226170053273492
MIX Central Siberia	piawka	93	0.007257696060606061
MIX Central Siberia	pixy	93	0.002537773345967518
MIX Central Siberia	piawka	94	0.007200638888888889
MIX Central Siberia	pixy	94	0.0025129817609059447
MIX Central Siberia	piawka	95	0.007165927777777779
MIX Central Siberia	pixy	95	0.0025242699757985687
MIX Central Siberia	piawka	96	0.007108877272727273
MIX Central Siberia	pixy	96	0.0025051834052306323
MIX Central Siberia	piawka	97	0.007265883434343434
MIX Central Siberia	pixy	97	0.0025435052674744993
MIX Central Siberia	piawka	98	0.007260579494949495
MIX Central Siberia	pixy	98	0.002534844305850592
MIX Central Siberia	piawka	99	0.007237411818181818
MIX Central Siberia	pixy	99	0.0025373833724372827
MIX Central Siberia	piawka	100	0.007157455050505051
MIX Central Siberia	pixy	100	0.0024935073726217644
Central Europe	piawka	1	0.011067789797979798
Central Europe	pixy	1	0.004195844661972966
Central Europe	piawka	2	0.011060035252525252
Central Europe	pixy	2	0.004216323238085327
Central Europe	piawka	3	0.011058385757575758
Central Europe	pixy	3	0.004189454588753967
Central Europe	piawka	4	0.011059636262626262
Central Europe	pixy	4	0.004202977270332375
Central Europe	piawka	5	0.011107588282828283
Central Europe	pixy	5	0.004220737871079416
Central Europe	piawka	6	0.011060548383838385
Central Europe	pixy	6	0.004209404679100886
Central Europe	piawka	7	0.011070364545454544
Central Europe	pixy	7	0.004206232666195198
Central Europe	piawka	8	0.011028049393939393
Central Europe	pixy	8	0.0041956498224692855
Central Europe	piawka	9	0.011036278686868687
Central Europe	pixy	9	0.004165700798656555
Central Europe	piawka	10	0.011094233535353536
Central Europe	pixy	10	0.004215410260004626
Central Europe	piawka	11	0.011089344545454545
Central Europe	pixy	11	0.004206160455806664
Central Europe	piawka	12	0.011076656464646466
Central Europe	pixy	12	0.004201102219380606
Central Europe	piawka	13	0.011018815050505051
Central Europe	pixy	13	0.004160572810207853
Central Europe	piawka	14	0.01100140595959596
Central Europe	pixy	14	0.0041651476872353495
Central Europe	piawka	15	0.01103261707070707
Central Europe	pixy	15	0.0041858223669281585
Central Europe	piawka	16	0.011006244343434344
Central Europe	pixy	16	0.004135532138188151
Central Europe	piawka	17	0.01107360191919192
Central Europe	pixy	17	0.004173126721129292
Central Europe	piawka	18	0.011097281010101009
Central Europe	pixy	18	0.004217624275730136
Central Europe	piawka	19	0.011098587676767677
Central Europe	pixy	19	0.004212457977788322
Central Europe	piawka	20	0.010995675656565658
Central Europe	pixy	20	0.004143861785307174
Central Europe	piawka	21	0.011063067575757576
Central Europe	pixy	21	0.004184961464229821
Central Europe	piawka	22	0.011045731212121213
Central Europe	pixy	22	0.004197974602887546
Central Europe	piawka	23	0.01108661101010101
Central Europe	pixy	23	0.004218746734092028
Central Europe	piawka	24	0.011069944343434343
Central Europe	pixy	24	0.004197370562716037
Central Europe	piawka	25	0.011106491212121213
Central Europe	pixy	25	0.00422264795352883
Central Europe	piawka	26	0.011090070909090909
Central Europe	pixy	26	0.004214915231120389
Central Europe	piawka	27	0.011072187777777779
Central Europe	pixy	27	0.004199092511184746
Central Europe	piawka	28	0.01109876303030303
Central Europe	pixy	28	0.004220401029606116
Central Europe	piawka	29	0.011056522121212121
Central Europe	pixy	29	0.0042007217782211595
Central Europe	piawka	30	0.011037774646464646
Central Europe	pixy	30	0.004187328244511752
Central Europe	piawka	31	0.011017985757575758
Central Europe	pixy	31	0.004150983207711273
Central Europe	piawka	32	0.011075109999999999
Central Europe	pixy	32	0.00421101974206354
Central Europe	piawka	33	0.011080348383838383
Central Europe	pixy	33	0.004213890863013094
Central Europe	piawka	34	0.011074857474747474
Central Europe	pixy	34	0.0042093168268445575
Central Europe	piawka	35	0.011113295252525253
Central Europe	pixy	35	0.004221348273502756
Central Europe	piawka	36	0.011115563434343435
Central Europe	pixy	36	0.004226807256138105
Central Europe	piawka	37	0.011117013737373737
Central Europe	pixy	37	0.004226368411715204
Central Europe	piawka	38	0.011099502828282828
Central Europe	pixy	38	0.004223845003056582
Central Europe	piawka	39	0.011082858484848485
Central Europe	pixy	39	0.004211990235044655
Central Europe	piawka	40	0.011089266767676766
Central Europe	pixy	40	0.0042094566285186125
Central Europe	piawka	41	0.01111340090909091
Central Europe	pixy	41	0.004229640553777587
Central Europe	piawka	42	0.011103235656565657
Central Europe	pixy	42	0.0042240970862549194
Central Europe	piawka	43	0.011097010808080808
Central Europe	pixy	43	0.004217580885911626
Central Europe	piawka	44	0.011082349393939395
Central Europe	pixy	44	0.004211658761008572
Central Europe	piawka	45	0.01109919515151515
Central Europe	pixy	45	0.004220447055778288
Central Europe	piawka	46	0.01109562707070707
Central Europe	pixy	46	0.004216919761565774
Central Europe	piawka	47	0.01110549494949495
Central Europe	pixy	47	0.00421775631363947
Central Europe	piawka	48	0.011055084747474747
Central Europe	pixy	48	0.004174791649063064
Central Europe	piawka	49	0.011039287777777776
Central Europe	pixy	49	0.004173918998100151
Central Europe	piawka	50	0.011110184747474746
Central Europe	pixy	50	0.004228713921074697
Central Europe	piawka	51	0.01109166111111111
Central Europe	pixy	51	0.004208881933387606
Central Europe	piawka	52	0.011092595454545454
Central Europe	pixy	52	0.004218697719682115
Central Europe	piawka	53	0.011116747777777778
Central Europe	pixy	53	0.00422857986540617
Central Europe	piawka	54	0.011101792121212121
Central Europe	pixy	54	0.004210484105757509
Central Europe	piawka	55	0.011118486363636363
Central Europe	pixy	55	0.004222949166308204
Central Europe	piawka	56	0.011068583737373737
Central Europe	pixy	56	0.004194964546851146
Central Europe	piawka	57	0.010959901919191918
Central Europe	pixy	57	0.004139556211546452
Central Europe	piawka	58	0.011142469494949495
Central Europe	pixy	58	0.004226097212512885
Central Europe	piawka	59	0.01104700696969697
Central Europe	pixy	59	0.004182659368701796
Central Europe	piawka	60	0.01109503606060606
Central Europe	pixy	60	0.004194598253561059
Central Europe	piawka	61	0.011078245353535354
Central Europe	pixy	61	0.004201561392194899
Central Europe	piawka	62	0.011038947373737373
Central Europe	pixy	62	0.004163642549614476
Central Europe	piawka	63	0.011138426666666666
Central Europe	pixy	63	0.004221086492327257
Central Europe	piawka	64	0.011078547373737374
Central Europe	pixy	64	0.0042108189964603915
Central Europe	piawka	65	0.011060876666666665
Central Europe	pixy	65	0.004206370361668263
Central Europe	piawka	66	0.011065208989898991
Central Europe	pixy	66	0.004199112432495017
Central Europe	piawka	67	0.011108227373737374
Central Europe	pixy	67	0.004207107767486275
Central Europe	piawka	68	0.01113099202020202
Central Europe	pixy	68	0.004225516271530219
Central Europe	piawka	69	0.01113243303030303
Central Europe	pixy	69	0.004228777996290569
Central Europe	piawka	70	0.011107595252525254
Central Europe	pixy	70	0.004218043599090618
Central Europe	piawka	71	0.011129597070707072
Central Europe	pixy	71	0.004228096548622784
Central Europe	piawka	72	0.011147986565656565
Central Europe	pixy	72	0.004237186576155234
Central Europe	piawka	73	0.011107302323232324
Central Europe	pixy	73	0.004223705293267535
Central Europe	piawka	74	0.011100142727272728
Central Europe	pixy	74	0.0042159957009868364
Central Europe	piawka	75	0.011058361515151514
Central Europe	pixy	75	0.004196108911398338
Central Europe	piawka	76	0.011090917272727274
Central Europe	pixy	76	0.004212780415655621
Central Europe	piawka	77	0.011072427171717173
Central Europe	pixy	77	0.004199590232080142
Central Europe	piawka	78	0.011082644343434344
Central Europe	pixy	78	0.004221449323553796
Central Europe	piawka	79	0.011061269595959596
Central Europe	pixy	79	0.0041955094696501044
Central Europe	piawka	80	0.01105612111111111
Central Europe	pixy	80	0.00420128894052691
Central Europe	piawka	81	0.011100720404040403
Central Europe	pixy	81	0.004223269149940621
Central Europe	piawka	82	0.011082285757575758
Central Europe	pixy	82	0.004196179212573107
Central Europe	piawka	83	0.01110095595959596
Central Europe	pixy	83	0.004198193508922869
Central Europe	piawka	84	0.011051058484848485
Central Europe	pixy	84	0.004173543485747565
Central Europe	piawka	85	0.011106633232323233
Central Europe	pixy	85	0.0042154914140235585
Central Europe	piawka	86	0.011071924141414141
Central Europe	pixy	86	0.0041924358287296635
Central Europe	piawka	87	0.011062580707070708
Central Europe	pixy	87	0.0042069033995982
Central Europe	piawka	88	0.011083568585858586
Central Europe	pixy	88	0.004203801981316555
Central Europe	piawka	89	0.011065337272727273
Central Europe	pixy	89	0.004192059132583793
Central Europe	piawka	90	0.011083965555555556
Central Europe	pixy	90	0.0042066032735696484
Central Europe	piawka	91	0.011076930202020201
Central Europe	pixy	91	0.0041823121661718355
Central Europe	piawka	92	0.011044661515151516
Central Europe	pixy	92	0.0041995481076282475
Central Europe	piawka	93	0.011063766565656566
Central Europe	pixy	93	0.004201655678009733
Central Europe	piawka	94	0.011041946363636363
Central Europe	pixy	94	0.004191366934992974
Central Europe	piawka	95	0.01100972111111111
Central Europe	pixy	95	0.004175365248354921
Central Europe	piawka	96	0.011017238282828282
Central Europe	pixy	96	0.004179148339901547
Central Europe	piawka	97	0.011090231212121212
Central Europe	pixy	97	0.004214124020759805
Central Europe	piawka	98	0.011084630202020202
Central Europe	pixy	98	0.004206342557194693
Central Europe	piawka	99	0.011085380707070706
Central Europe	pixy	99	0.004213634532667896
Central Europe	piawka	100	0.011074626161616162
Central Europe	pixy	100	0.004192826286305987
Siberia SC	piawka	1	0.0008223456262626262
Siberia SC	pixy	1	0.00040370372780367474
Siberia SC	piawka	2	0.0008244227474747476
Siberia SC	pixy	2	0.000403661367470306
Siberia SC	piawka	3	0.0008282784646464646
Siberia SC	pixy	3	0.00040355308893308986
Siberia SC	piawka	4	0.0008280862626262627
Siberia SC	pixy	4	0.00040425169711029104
Siberia SC	piawka	5	0.0008289393737373737
Siberia SC	pixy	5	0.0004038486710805443
Siberia SC	piawka	6	0.0007996583636363637
Siberia SC	pixy	6	0.00039900800905609595
Siberia SC	piawka	7	0.0008106594747474747
Siberia SC	pixy	7	0.0003987363461357162
Siberia SC	piawka	8	0.0008154756363636363
Siberia SC	pixy	8	0.00040044229546122427
Siberia SC	piawka	9	0.0008263930909090909
Siberia SC	pixy	9	0.00040331050519924944
Siberia SC	piawka	10	0.000826498797979798
Siberia SC	pixy	10	0.00040371977600294845
Siberia SC	piawka	11	0.0008276462424242424
Siberia SC	pixy	11	0.0004034917141095525
Siberia SC	piawka	12	0.0008260242121212122
Siberia SC	pixy	12	0.000401368701644999
Siberia SC	piawka	13	0.0008028604848484848
Siberia SC	pixy	13	0.0003873753952692475
Siberia SC	piawka	14	0.0008139257373737374
Siberia SC	pixy	14	0.0003994005738971323
Siberia SC	piawka	15	0.0008243795353535353
Siberia SC	pixy	15	0.00040117657925526257
Siberia SC	piawka	16	0.0008257061313131313
Siberia SC	pixy	16	0.0004019163082172808
Siberia SC	piawka	17	0.0008224981515151515
Siberia SC	pixy	17	0.0003991736003455212
Siberia SC	piawka	18	0.0008272031414141415
Siberia SC	pixy	18	0.00040289485939157775
Siberia SC	piawka	19	0.0008275053333333332
Siberia SC	pixy	19	0.00040213391360784643
Siberia SC	piawka	20	0.0008236263838383838
Siberia SC	pixy	20	0.0004040429126865458
Siberia SC	piawka	21	0.0008141206868686869
Siberia SC	pixy	21	0.00039713365397632625
Siberia SC	piawka	22	0.000824553303030303
Siberia SC	pixy	22	0.00040162543410927876
Siberia SC	piawka	23	0.0008223848282828284
Siberia SC	pixy	23	0.0004016725375098232
Siberia SC	piawka	24	0.0008157613939393938
Siberia SC	pixy	24	0.0003981292659222647
Siberia SC	piawka	25	0.0008265277373737375
Siberia SC	pixy	25	0.0004024139526841212
Siberia SC	piawka	26	0.0008247115151515152
Siberia SC	pixy	26	0.00040268519653647976
Siberia SC	piawka	27	0.0008244021919191918
Siberia SC	pixy	27	0.00040232761682064844
Siberia SC	piawka	28	0.0008283447474747474
Siberia SC	pixy	28	0.00040254286889973025
Siberia SC	piawka	29	0.0008272387171717171
Siberia SC	pixy	29	0.00040164745955181515
Siberia SC	piawka	30	0.0008236414747474747
Siberia SC	pixy	30	0.0003994868649932202
Siberia SC	piawka	31	0.0008243841212121212
Siberia SC	pixy	31	0.00040237407619832726
Siberia SC	piawka	32	0.0008274636868686869
Siberia SC	pixy	32	0.00040375147005645653
Siberia SC	piawka	33	0.0008279830505050505
Siberia SC	pixy	33	0.00040238894568769693
Siberia SC	piawka	34	0.0008284068080808081
Siberia SC	pixy	34	0.00040451158027292235
Siberia SC	piawka	35	0.000829115696969697
Siberia SC	pixy	35	0.0004038236944833763
Siberia SC	piawka	36	0.0008294966666666667
Siberia SC	pixy	36	0.00040346894400138485
Siberia SC	piawka	37	0.0008274898181818181
Siberia SC	pixy	37	0.0004021126028117333
Siberia SC	piawka	38	0.0008249975858585859
Siberia SC	pixy	38	0.00040028216973482723
Siberia SC	piawka	39	0.0008268648080808081
Siberia SC	pixy	39	0.0004032745047019283
Siberia SC	piawka	40	0.0008233516262626263
Siberia SC	pixy	40	0.0003983497517990111
Siberia SC	piawka	41	0.0008297245555555556
Siberia SC	pixy	41	0.0004040238761147041
Siberia SC	piawka	42	0.0008251649191919192
Siberia SC	pixy	42	0.00040241699277338786
Siberia SC	piawka	43	0.0008205849292929292
Siberia SC	pixy	43	0.0004039669855631083
Siberia SC	piawka	44	0.0008235035959595959
Siberia SC	pixy	44	0.00040402567450625605
Siberia SC	piawka	45	0.0008238820303030302
Siberia SC	pixy	45	0.00040025341068283533
Siberia SC	piawka	46	0.0008255644545454546
Siberia SC	pixy	46	0.00040208373493794646
Siberia SC	piawka	47	0.0008235488989898989
Siberia SC	pixy	47	0.0003979252523848151
Siberia SC	piawka	48	0.0008237067777777777
Siberia SC	pixy	48	0.0004017598005019768
Siberia SC	piawka	49	0.0008224256262626263
Siberia SC	pixy	49	0.0003995568762804465
Siberia SC	piawka	50	0.0008151980606060606
Siberia SC	pixy	50	0.0003930683391438232
Siberia SC	piawka	51	0.0008237768585858586
Siberia SC	pixy	51	0.0004018311369409495
Siberia SC	piawka	52	0.0008286094545454546
Siberia SC	pixy	52	0.0004037986293450596
Siberia SC	piawka	53	0.0008229214242424242
Siberia SC	pixy	53	0.0004012225749156242
Siberia SC	piawka	54	0.0008270363535353535
Siberia SC	pixy	54	0.00039967705525166764
Siberia SC	piawka	55	0.0008276971414141414
Siberia SC	pixy	55	0.00040260098788714646
Siberia SC	piawka	56	0.0008251582828282829
Siberia SC	pixy	56	0.0004023670975679707
Siberia SC	piawka	57	0.0007955373535353536
Siberia SC	pixy	57	0.00038986162624702323
Siberia SC	piawka	58	0.000824721898989899
Siberia SC	pixy	58	0.00039888075008016264
Siberia SC	piawka	59	0.000752772404040404
Siberia SC	pixy	59	0.0003639591960534
Siberia SC	piawka	60	0.0008143093737373737
Siberia SC	pixy	60	0.0003944731472667626
Siberia SC	piawka	61	0.0008278468686868687
Siberia SC	pixy	61	0.00040410411014519084
Siberia SC	piawka	62	0.0008281341414141414
Siberia SC	pixy	62	0.00040275804634233434
Siberia SC	piawka	63	0.0008266087070707072
Siberia SC	pixy	63	0.0004017382742529798
Siberia SC	piawka	64	0.0008272295252525252
Siberia SC	pixy	64	0.0004041285657758017
Siberia SC	piawka	65	0.0008279009696969698
Siberia SC	pixy	65	0.00040319141289839295
Siberia SC	piawka	66	0.0008177855353535354
Siberia SC	pixy	66	0.00039650991217126156
Siberia SC	piawka	67	0.0008215658181818181
Siberia SC	pixy	67	0.0004006633067302192
Siberia SC	piawka	68	0.0008282568585858585
Siberia SC	pixy	68	0.00040322089026755453
Siberia SC	piawka	69	0.0008288135454545455
Siberia SC	pixy	69	0.00040155527421282015
Siberia SC	piawka	70	0.0008293100909090909
Siberia SC	pixy	70	0.0004028059739637232
Siberia SC	piawka	71	0.0008272436060606061
Siberia SC	pixy	71	0.00040339290253388284
Siberia SC	piawka	72	0.0008235570202020202
Siberia SC	pixy	72	0.00039811872677465656
Siberia SC	piawka	73	0.0008268943636363636
Siberia SC	pixy	73	0.00040234641538205453
Siberia SC	piawka	74	0.0008255470606060606
Siberia SC	pixy	74	0.0004021862444861596
Siberia SC	piawka	75	0.0008251104040404041
Siberia SC	pixy	75	0.00040278591411588483
Siberia SC	piawka	76	0.0008215072525252525
Siberia SC	pixy	76	0.00039909088149442823
Siberia SC	piawka	77	0.0008293169696969697
Siberia SC	pixy	77	0.0004048173539776313
Siberia SC	piawka	78	0.000825465393939394
Siberia SC	pixy	78	0.00040066947761414445
Siberia SC	piawka	79	0.0008245965454545454
Siberia SC	pixy	79	0.00040302722702898885
Siberia SC	piawka	80	0.0008227897373737374
Siberia SC	pixy	80	0.0003993894392298182
Siberia SC	piawka	81	0.0008243046868686868
Siberia SC	pixy	81	0.0004035856670074262
Siberia SC	piawka	82	0.0008236678282828283
Siberia SC	pixy	82	0.00040201965033278387
Siberia SC	piawka	83	0.0008222452626262627
Siberia SC	pixy	83	0.00040266362511917267
Siberia SC	piawka	84	0.0008224636262626262
Siberia SC	pixy	84	0.00039960173936452324
Siberia SC	piawka	85	0.0008234388787878787
Siberia SC	pixy	85	0.00040220931982146564
Siberia SC	piawka	86	0.0008206682626262626
Siberia SC	pixy	86	0.00039804288218403636
Siberia SC	piawka	87	0.0008167385656565658
Siberia SC	pixy	87	0.00039629990463441314
Siberia SC	piawka	88	0.0008240707373737374
Siberia SC	pixy	88	0.00040102664550596467
Siberia SC	piawka	89	0.0008275262929292929
Siberia SC	pixy	89	0.00040292500149578586
Siberia SC	piawka	90	0.0008262031818181818
Siberia SC	pixy	90	0.0004015317933991586
Siberia SC	piawka	91	0.0008289135656565657
Siberia SC	pixy	91	0.00040414587979563377
Siberia SC	piawka	92	0.0008232361414141414
Siberia SC	pixy	92	0.0003975706563110555
Siberia SC	piawka	93	0.0008251359090909091
Siberia SC	pixy	93	0.00039992201493433836
Siberia SC	piawka	94	0.0008074574545454545
Siberia SC	pixy	94	0.00039421002049155256
Siberia SC	piawka	95	0.0008129843232323233
Siberia SC	pixy	95	0.0003972901233317273
Siberia SC	piawka	96	0.0008185972525252526
Siberia SC	pixy	96	0.0003997793162451384
Siberia SC	piawka	97	0.0008248742323232323
Siberia SC	pixy	97	0.0004014984532315202
Siberia SC	piawka	98	0.000829644292929293
Siberia SC	pixy	98	0.0004038654726838697
Siberia SC	piawka	99	0.0008273702222222222
Siberia SC	pixy	99	0.000400854976149103
Siberia SC	piawka	100	0.0008289688181818182
Siberia SC	pixy	100	0.00040240877447435757
East Siberia	piawka	1	0.006516973939393939
East Siberia	pixy	1	0.00348924839370595
East Siberia	piawka	2	0.006536097171717172
East Siberia	pixy	2	0.0034859904653997626
East Siberia	piawka	3	0.0065977145454545446
East Siberia	pixy	3	0.003515009564272455
East Siberia	piawka	4	0.006586347373737374
East Siberia	pixy	4	0.0035125969548871067
East Siberia	piawka	5	0.006617408282828283
East Siberia	pixy	5	0.0035257243624374265
East Siberia	piawka	6	0.006589712525252526
East Siberia	pixy	6	0.003524114603498617
East Siberia	piawka	7	0.006595454141414142
East Siberia	pixy	7	0.0035195109256587597
East Siberia	piawka	8	0.0065499323232323225
East Siberia	pixy	8	0.003495263708548
East Siberia	piawka	9	0.006549995454545455
East Siberia	pixy	9	0.003483780959309678
East Siberia	piawka	10	0.006615721616161616
East Siberia	pixy	10	0.0035227587497198252
East Siberia	piawka	11	0.006599655757575758
East Siberia	pixy	11	0.0035201889381875884
East Siberia	piawka	12	0.006582557676767677
East Siberia	pixy	12	0.003512437440443107
East Siberia	piawka	13	0.006479262828282828
East Siberia	pixy	13	0.0034305478472633575
East Siberia	piawka	14	0.006482150707070707
East Siberia	pixy	14	0.003457610043091626
East Siberia	piawka	15	0.006506785050505051
East Siberia	pixy	15	0.003474313247602964
East Siberia	piawka	16	0.006534462828282828
East Siberia	pixy	16	0.003477628530477766
East Siberia	piawka	17	0.006521647676767677
East Siberia	pixy	17	0.0034562206901486677
East Siberia	piawka	18	0.00660318
East Siberia	pixy	18	0.003525213328826893
East Siberia	piawka	19	0.006607539393939394
East Siberia	pixy	19	0.003516634750368286
East Siberia	piawka	20	0.006599988484848485
East Siberia	pixy	20	0.003522134899896411
East Siberia	piawka	21	0.006562943535353536
East Siberia	pixy	21	0.003483202033143041
East Siberia	piawka	22	0.006561448888888889
East Siberia	pixy	22	0.003495635000157803
East Siberia	piawka	23	0.006609479797979798
East Siberia	pixy	23	0.003527122775258788
East Siberia	piawka	24	0.006572455151515152
East Siberia	pixy	24	0.003490964684955589
East Siberia	piawka	25	0.0065999514141414145
East Siberia	pixy	25	0.003521898110370789
East Siberia	piawka	26	0.006584847171717172
East Siberia	pixy	26	0.0035130802047702043
East Siberia	piawka	27	0.006581766161616161
East Siberia	pixy	27	0.003508465602947597
East Siberia	piawka	28	0.006615655454545455
East Siberia	pixy	28	0.0035246125109662397
East Siberia	piawka	29	0.006609841717171717
East Siberia	pixy	29	0.003518259887126431
East Siberia	piawka	30	0.006614070404040404
East Siberia	pixy	30	0.0035175378867702716
East Siberia	piawka	31	0.006613774343434343
East Siberia	pixy	31	0.0035295085224706767
East Siberia	piawka	32	0.0066088968686868685
East Siberia	pixy	32	0.003519247494463184
East Siberia	piawka	33	0.006597987171717172
East Siberia	pixy	33	0.0035094334953661203
East Siberia	piawka	34	0.006586528888888888
East Siberia	pixy	34	0.0035062877742013704
East Siberia	piawka	35	0.006631830606060606
East Siberia	pixy	35	0.0035330561246952404
East Siberia	piawka	36	0.006632481212121211
East Siberia	pixy	36	0.003534395848019192
East Siberia	piawka	37	0.006632798888888888
East Siberia	pixy	37	0.0035329585582017076
East Siberia	piawka	38	0.006626720505050505
East Siberia	pixy	38	0.0035327359877428883
East Siberia	piawka	39	0.00661357101010101
East Siberia	pixy	39	0.0035166106206304414
East Siberia	piawka	40	0.006604762828282829
East Siberia	pixy	40	0.003505446969833783
East Siberia	piawka	41	0.0066349556565656565
East Siberia	pixy	41	0.003534622442493253
East Siberia	piawka	42	0.006613942525252526
East Siberia	pixy	42	0.0035246558290078877
East Siberia	piawka	43	0.006618730909090909
East Siberia	pixy	43	0.0035237765426634616
East Siberia	piawka	44	0.0065998295959595965
East Siberia	pixy	44	0.0035251372084346665
East Siberia	piawka	45	0.006601156464646464
East Siberia	pixy	45	0.003520658078452086
East Siberia	piawka	46	0.0066039924242424245
East Siberia	pixy	46	0.003528165279391534
East Siberia	piawka	47	0.006595546868686869
East Siberia	pixy	47	0.0035111049341610867
East Siberia	piawka	48	0.006532723434343434
East Siberia	pixy	48	0.003483365092393718
East Siberia	piawka	49	0.006584517474747475
East Siberia	pixy	49	0.0035143551549580345
East Siberia	piawka	50	0.006611623939393939
East Siberia	pixy	50	0.0035229009094892992
East Siberia	piawka	51	0.006607377272727272
East Siberia	pixy	51	0.003523231451455876
East Siberia	piawka	52	0.006607472222222222
East Siberia	pixy	52	0.0035274315355435432
East Siberia	piawka	53	0.0065891876767676764
East Siberia	pixy	53	0.0035133085162797765
East Siberia	piawka	54	0.0065962906060606065
East Siberia	pixy	54	0.0035041159269780316
East Siberia	piawka	55	0.006615114040404041
East Siberia	pixy	55	0.0035175092169645967
East Siberia	piawka	56	0.006580229191919191
East Siberia	pixy	56	0.0034984942514480807
East Siberia	piawka	57	0.0064455567676767675
East Siberia	pixy	57	0.0034323676404821707
East Siberia	piawka	58	0.006537106262626262
East Siberia	pixy	58	0.0034773555834655945
East Siberia	piawka	59	0.006536965858585859
East Siberia	pixy	59	0.0034656940249548638
East Siberia	piawka	60	0.006571264040404041
East Siberia	pixy	60	0.0034858416025057857
East Siberia	piawka	61	0.0065968
East Siberia	pixy	61	0.0035193223012225574
East Siberia	piawka	62	0.00660065404040404
East Siberia	pixy	62	0.0035165929183361222
East Siberia	piawka	63	0.006554588080808081
East Siberia	pixy	63	0.0034977769018946303
East Siberia	piawka	64	0.006561114545454545
East Siberia	pixy	64	0.003509078341908426
East Siberia	piawka	65	0.006582045353535354
East Siberia	pixy	65	0.003506696129298377
East Siberia	piawka	66	0.006558721919191919
East Siberia	pixy	66	0.0034957677719321587
East Siberia	piawka	67	0.0066037478787878785
East Siberia	pixy	67	0.00352010643401972
East Siberia	piawka	68	0.0066055877777777775
East Siberia	pixy	68	0.003519124361355104
East Siberia	piawka	69	0.006613035454545455
East Siberia	pixy	69	0.0035246885268936778
East Siberia	piawka	70	0.00658158393939394
East Siberia	pixy	70	0.003506057343484001
East Siberia	piawka	71	0.006613972626262626
East Siberia	pixy	71	0.0035205181838276205
East Siberia	piawka	72	0.006608206060606061
East Siberia	pixy	72	0.0035258865974056937
East Siberia	piawka	73	0.006602238282828282
East Siberia	pixy	73	0.003518857918511537
East Siberia	piawka	74	0.00659987202020202
East Siberia	pixy	74	0.0035219618034009192
East Siberia	piawka	75	0.006571711212121212
East Siberia	pixy	75	0.0035023529711565317
East Siberia	piawka	76	0.0065975453535353544
East Siberia	pixy	76	0.003515376078084283
East Siberia	piawka	77	0.006607271515151515
East Siberia	pixy	77	0.003519613986516614
East Siberia	piawka	78	0.006612128484848485
East Siberia	pixy	78	0.003528343707801981
East Siberia	piawka	79	0.0065782896969696966
East Siberia	pixy	79	0.003503797960416976
East Siberia	piawka	80	0.006602391313131313
East Siberia	pixy	80	0.0035206979226669335
East Siberia	piawka	81	0.006588420808080807
East Siberia	pixy	81	0.0035180112475414133
East Siberia	piawka	82	0.006530289090909091
East Siberia	pixy	82	0.003468230251053511
East Siberia	piawka	83	0.00659429303030303
East Siberia	pixy	83	0.003515109596432601
East Siberia	piawka	84	0.006512914343434343
East Siberia	pixy	84	0.003486839105622143
East Siberia	piawka	85	0.006606097575757575
East Siberia	pixy	85	0.003516430252328608
East Siberia	piawka	86	0.006608804949494949
East Siberia	pixy	86	0.0035141701657202457
East Siberia	piawka	87	0.006561498686868687
East Siberia	pixy	87	0.0034939366494195394
East Siberia	piawka	88	0.006578276767676768
East Siberia	pixy	88	0.003506781455926324
East Siberia	piawka	89	0.00654168909090909
East Siberia	pixy	89	0.0034873818575135505
East Siberia	piawka	90	0.006561413535353535
East Siberia	pixy	90	0.0034985225664982567
East Siberia	piawka	91	0.00654912393939394
East Siberia	pixy	91	0.003478878528636006
