sample_id	tool	threads	window_set_baseline	window_set_compare	elapsed_sec_syn_win	elapsed_sec_syn_win_threads8	elapsed_ratio_threads8_over_syn_win	max_rss_kb_syn_win	max_rss_kb_syn_win_threads8	max_rss_ratio_threads8_over_syn_win
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep32	piawka	1	syn_win.bed	syn_win_threads8.bed	40.119	40.29	1.0042623195991924	23824.0	24048.0	1.0094022834116856
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep32	pixy	1	syn_win.bed	syn_win_threads8.bed	9.221	13.103	1.4209955536275891	517200.0	174464.0	0.33732405259087395
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep33	piawka	1	syn_win.bed	syn_win_threads8.bed	40.954	42.324	1.033452165844606	23616.0	24720.0	1.0467479674796747
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep33	pixy	1	syn_win.bed	syn_win_threads8.bed	9.398	14.678	1.5618216641838691	515360.0	174352.0	0.3383110835144365
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep34	piawka	1	syn_win.bed	syn_win_threads8.bed	38.662	38.391	0.9929905333402307	24096.0	24080.0	0.99933598937583
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep34	pixy	1	syn_win.bed	syn_win_threads8.bed	9.249	12.555	1.3574440480051897	488912.0	160288.0	0.3278463199921458
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep35	piawka	1	syn_win.bed	syn_win_threads8.bed	39.103	38.705	0.9898217528066899	23504.0	24000.0	1.0211027910142954
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep35	pixy	1	syn_win.bed	syn_win_threads8.bed	8.986	12.807	1.4252170042288004	499472.0	160288.0	0.32091488611974245
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep36	piawka	1	syn_win.bed	syn_win_threads8.bed	40.17	39.759	0.9897684839432412	23600.0	24208.0	1.0257627118644068
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep36	pixy	1	syn_win.bed	syn_win_threads8.bed	9.21	12.746	1.3839305103148751	508432.0	192160.0	0.3779463133713063
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep37	piawka	1	syn_win.bed	syn_win_threads8.bed	39.446	40.335	1.0225371393804188	23808.0	24304.0	1.0208333333333333
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep37	pixy	1	syn_win.bed	syn_win_threads8.bed	9.215	12.983	1.4088985349972871	500896.0	173728.0	0.3468344726250559
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep38	piawka	1	syn_win.bed	syn_win_threads8.bed	39.44	39.266	0.9955882352941177	24336.0	24128.0	0.9914529914529915
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep38	pixy	1	syn_win.bed	syn_win_threads8.bed	8.917	12.848	1.4408433329595156	506272.0	195056.0	0.3852790594779091
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep39	piawka	1	syn_win.bed	syn_win_threads8.bed	38.937	38.402	0.9862598556642783	23856.0	24160.0	1.0127431254191817
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep39	pixy	1	syn_win.bed	syn_win_threads8.bed	9.016	12.755	1.4147071872227153	477008.0	170048.0	0.3564887800623889
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep40	piawka	1	syn_win.bed	syn_win_threads8.bed	38.634	38.321	0.9918983278977066	24080.0	24192.0	1.0046511627906978
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep40	pixy	1	syn_win.bed	syn_win_threads8.bed	8.725	12.624	1.4468767908309457	487216.0	194608.0	0.3994285901940823
