sample_id	source_class	missing_rate	piawka_pi	pixy_pi	piawka_theta_w	pixy_theta_w	piawka_theta_low	piawka_pi_minus_theta_w	pixy_pi_minus_theta_w	piawka_pi_minus_theta_low	piawka_theta_w_rel_to_nomiss	pixy_theta_w_rel_to_nomiss	piawka_pi_minus_theta_w_rel_to_nomiss	pixy_pi_minus_theta_w_rel_to_nomiss	piawka_pi_minus_theta_low_rel_to_nomiss
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep73	bneck	0.0	0.0463435	0.0463435609891008	0.170268	0.1702698332144599	0.0731062	-0.12392449999999999	-0.1239262722253591	-0.026762699999999993	1.0	1.0	1.0	1.0	1.0
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep74	bneck	0.0	0.047358	0.0473580207697745	0.170263	0.17026983321446	0.074475	-0.122905	-0.12291181244468549	-0.027117000000000002	1.0	1.0	1.0	1.0	1.0
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep75	bneck	0.0	0.0469999	0.0469998523021183	0.17027	0.1702698332144599	0.0728054	-0.12327010000000001	-0.1232699809123416	-0.02580550000000001	1.0	1.0	1.0	1.0	1.0
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep76	bneck	0.0	0.0480122	0.048012219544111	0.170266	0.1702698332144599	0.0744226	-0.1222538	-0.1222576136703489	-0.026410400000000007	1.0	1.0	1.0	1.0	1.0
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep77	bneck	0.0	0.0473785	0.047378649464202	0.17026	0.1702698332144599	0.0746377	-0.1228815	-0.1228911837502579	-0.027259200000000004	1.0	1.0	1.0	1.0	1.0
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep78	bneck	0.0	0.0466445	0.0466445092559735	0.170268	0.1702698332144599	0.0730215	-0.1236235	-0.12362532395848641	-0.026377000000000005	1.0	1.0	1.0	1.0	1.0
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep79	bneck	0.0	0.0474366	0.0474365672678952	0.170263	0.1702698332144599	0.0734605	-0.1228264	-0.12283326594656471	-0.026023899999999996	1.0	1.0	1.0	1.0	1.0
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep80	bneck	0.0	0.0486961	0.0486961225831894	0.170267	0.1702698332144599	0.075627	-0.12157090000000001	-0.12157371063127051	-0.0269309	1.0	1.0	1.0	1.0	1.0
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep81	bneck	0.0	0.0473548	0.047354781211043	0.170268	0.17026983321446	0.0750591	-0.1229132	-0.12291505200341699	-0.0277043	1.0	1.0	1.0	1.0	1.0
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep82	bneck	0.0	0.048773	0.04877233998709	0.17027	0.1702698332144599	0.0758771	-0.12149700000000001	-0.12149749322736991	-0.027104100000000006	1.0	1.0	1.0	1.0	1.0
